Time,Temperature_SENSOR_mean,Pressure_SENSOR_mean,Altitude_SENSOR_mean,TimeGroup
9/13/2023 11:14,24.6,1018,-40.2,1
9/13/2023 11:14,24.4,1018,-40.1,1
9/13/2023 11:14,24.4,1018,-40.3,1
9/13/2023 11:14,24.4,1018,-40.3,1
9/13/2023 11:14,24.4,1018,-40.5,1
9/13/2023 11:15,24.4,1018,-40.3,1
9/13/2023 11:15,24.4,1018,-40.4,1
9/13/2023 11:15,24.4,1018,-40.8,1
9/13/2023 11:15,24.4,1018,-40.6,1
9/13/2023 11:15,24.4,1018,-40.1,1
9/13/2023 11:15,24.3,1018,-40.3,1
9/13/2023 11:16,24.3,1018,-40.1,1
9/13/2023 11:16,24.3,1018,-40.3,1
9/13/2023 11:16,24.3,1018,-39.9,1
9/13/2023 11:16,24.3,1018,-39.6,1
9/13/2023 11:16,24.3,1018,-40.2,1
9/13/2023 11:16,24.3,1018,-40,1
9/13/2023 11:17,24.3,1018,-39.9,1
9/13/2023 11:17,24.3,1018,-39.8,1
9/13/2023 11:17,24.3,1018,-40.4,1
9/13/2023 11:17,24.3,1018,-40.1,1
9/13/2023 11:17,24.3,1018,-40,1
9/13/2023 11:17,24.3,1018,-39.9,1
9/13/2023 11:18,24.3,1018,-39.6,1
9/13/2023 11:18,24.3,1018,-39.8,1
9/13/2023 11:18,24.4,1018,-39.8,1
9/13/2023 11:18,24.4,1018,-39.9,1
9/13/2023 11:18,24.4,1018,-40.1,1
9/13/2023 11:18,24.4,1018,-40.3,1
9/13/2023 11:19,24.4,1018,-40,1
9/13/2023 11:19,24.4,1018,-39.9,1
9/13/2023 11:19,24.4,1018,-40,1
9/13/2023 11:19,24.4,1018,-39.9,1
9/13/2023 11:19,24.4,1018,-39.8,1
9/13/2023 11:19,24.4,1018,-40.2,1
9/13/2023 11:20,24.4,1018,-40.5,1
9/13/2023 11:20,24.4,1018,-40.1,1
9/13/2023 11:20,24.4,1018,-40.4,1
9/13/2023 11:20,24.5,1018,-40.2,1
9/13/2023 11:20,24.5,1018,-39.8,1
9/13/2023 11:20,24.5,1018,-39.8,1
9/13/2023 11:21,24.5,1018,-39.7,1
9/13/2023 11:21,24.5,1018,-39.8,1
9/13/2023 11:21,24.5,1018,-39.7,1
9/13/2023 11:21,24.5,1018,-40.1,1
9/13/2023 11:21,24.5,1018,-39.7,1
9/13/2023 11:21,24.5,1018,-40.1,1
9/13/2023 11:22,24.5,1018,-39.4,1
9/13/2023 11:22,24.5,1018,-39.5,1
9/13/2023 11:22,24.5,1018,-39.5,1
9/13/2023 11:22,24.5,1018,-38.9,1
9/13/2023 11:22,24.5,1018,-39.5,1
9/13/2023 11:22,24.5,1018,-39.3,1
9/13/2023 11:23,24.6,1018,-39.1,1
9/13/2023 11:23,24.6,1018,-39.8,1
9/13/2023 11:23,24.5,1018,-39.2,1
9/13/2023 11:23,24.5,1018,-39.5,1
9/13/2023 11:23,24.5,1018,-39.3,1
9/13/2023 11:23,24.5,1018,-39.1,1
9/13/2023 11:24,24.5,1018,-39.5,1
9/13/2023 11:24,24.5,1018,-39.1,1
9/13/2023 11:24,24.5,1018,-39.8,1
9/13/2023 11:24,24.5,1018,-39.4,1
9/13/2023 11:24,24.5,1018,-39.6,1
9/13/2023 11:24,24.5,1018,-39.7,1
9/13/2023 11:25,24.5,1018,-39.8,1
9/13/2023 11:25,24.5,1018,-39.6,1
9/13/2023 11:25,24.5,1018,-39.9,1
9/13/2023 11:25,24.5,1018,-39.9,1
9/13/2023 11:25,24.5,1018,-39.9,1
9/13/2023 11:25,24.5,1018,-40.1,1
9/13/2023 11:26,24.4,1018,-39.7,1
9/13/2023 11:26,24.4,1018,-39.9,1
9/13/2023 11:26,24.4,1018,-39.8,1
9/13/2023 11:26,24.4,1018,-40.1,1
9/13/2023 11:26,24.4,1018,-39.9,1
9/13/2023 11:26,24.4,1018,-39.7,1
9/13/2023 11:27,24.4,1018,-39.8,1
9/13/2023 11:27,24.4,1018,-39.9,1
9/13/2023 11:27,24.4,1018,-40.1,1
9/13/2023 11:27,24.4,1018,-39.8,1
9/13/2023 11:27,24.4,1018,-40.1,1
9/13/2023 11:27,24.4,1018,-40.2,1
9/13/2023 11:28,24.4,1018,-39.8,1
9/13/2023 11:28,24.4,1018,-39.9,1
9/13/2023 11:28,24.4,1018,-40,1
9/13/2023 11:28,24.4,1018,-39.7,1
9/13/2023 11:28,24.4,1018,-40.2,1
9/13/2023 11:28,24.4,1018,-40.1,1
9/13/2023 11:29,24.4,1018,-40.1,1
9/13/2023 11:29,24.4,1018,-39.7,1
9/13/2023 11:29,24.4,1018,-39.9,1
9/13/2023 11:29,24.4,1018,-40.4,1
9/13/2023 11:29,24.4,1018,-40.6,1
9/13/2023 11:29,24.4,1018,-40.2,1
9/13/2023 11:30,24.4,1018,-40.3,1
9/13/2023 11:30,24.4,1018,-40.1,1
9/13/2023 11:30,24.3,1018,-40,1
9/13/2023 11:30,24.4,1018,-40.1,1
9/13/2023 11:30,24.4,1018,-40.4,1
9/13/2023 11:30,24.4,1018,-40.3,1
9/13/2023 11:31,24.4,1018,-39.8,1
9/13/2023 11:31,24.3,1018,-40.2,1
9/13/2023 11:31,24.3,1018,-40.1,1
9/13/2023 11:31,24.3,1018,-40.4,1
9/13/2023 11:31,24.3,1018,-39.8,1
9/13/2023 11:31,24.4,1018,-39.9,1
9/13/2023 11:32,24.4,1018,-40.2,1
9/13/2023 11:32,24.3,1018,-39.8,1
9/13/2023 11:32,24.3,1018,-39.9,1
9/13/2023 11:32,24.3,1018,-40,1
9/13/2023 11:32,24.3,1018,-39.8,1
9/13/2023 11:32,24.3,1018,-39.5,1
9/13/2023 11:33,24.3,1018,-39.8,1
9/13/2023 11:33,24.3,1018,-39.7,1
9/13/2023 11:33,24.3,1018,-39.9,1
9/13/2023 11:33,24.3,1018,-40,1
9/13/2023 11:33,24.3,1018,-39.9,1
9/13/2023 11:33,24.3,1018,-40.1,1
9/13/2023 11:34,24.3,1018,-40.2,1
9/13/2023 11:34,24.3,1018,-40.2,1
9/13/2023 11:34,24.3,1018,-39.8,1
9/13/2023 11:34,24.3,1018,-40,1
9/13/2023 11:34,24.3,1018,-40.5,1
9/13/2023 11:34,24.3,1018,-40,1
9/13/2023 11:35,24.3,1018,-40.4,1
9/13/2023 11:35,24.4,1018,-40.2,1
9/13/2023 11:35,24.4,1018,-39.8,1
9/13/2023 11:35,24.4,1018,-40.2,1
9/13/2023 11:35,24.4,1018,-40.5,1
9/13/2023 11:35,24.4,1018,-40.2,1
9/13/2023 11:36,24.3,1018,-40.2,1
9/13/2023 11:36,24.3,1018,-40.4,1
9/13/2023 11:36,24.3,1018,-40,1
9/13/2023 11:36,24.4,1018,-40,1
9/13/2023 11:36,24.4,1018,-40.4,1
9/13/2023 11:36,24.4,1018,-40.1,1
9/13/2023 11:37,24.4,1018,-39.9,1
9/13/2023 11:37,24.4,1018,-40.2,1
9/13/2023 11:37,24.4,1018,-40.3,1
9/13/2023 11:37,24.4,1018,-40.1,1
9/13/2023 11:37,24.4,1018,-40,1
9/13/2023 11:37,24.4,1018,-40.2,1
9/13/2023 11:38,24.4,1018,-40.1,1
9/13/2023 11:38,24.4,1018,-39.8,1
9/13/2023 11:38,24.4,1018,-40.1,1
9/13/2023 11:38,24.4,1018,-40,1
9/13/2023 11:38,24.3,1018,-40,1
9/13/2023 11:38,24.3,1018,-39.9,1
9/13/2023 11:39,24.3,1018,-40.1,1
9/13/2023 11:39,24.3,1018,-40.1,1
9/13/2023 11:39,24.3,1018,-40.1,1
9/13/2023 11:39,24.3,1018,-39.9,1
9/13/2023 11:39,24.3,1018,-39.5,1
9/13/2023 11:39,24.3,1018,-40,1
9/13/2023 11:40,24.3,1018,-40.3,1
9/13/2023 11:40,24.3,1018,-39.7,1
9/13/2023 11:40,24.3,1018,-39.8,1
9/13/2023 11:40,24.3,1018,-39.8,1
9/13/2023 11:40,24.3,1018,-39.8,1
9/13/2023 11:40,24.3,1018,-40.2,1
9/13/2023 11:41,24.3,1018,-39.9,1
9/13/2023 11:41,24.3,1018,-39.9,1
9/13/2023 11:41,24.3,1018,-39.8,1
9/13/2023 11:41,24.3,1018,-40.1,1
9/13/2023 11:41,24.3,1018,-40.2,1
9/13/2023 11:41,24.3,1018,-40.1,1
9/13/2023 11:42,24.3,1018,-39.8,1
9/13/2023 11:42,24.3,1018,-40.1,1
9/13/2023 11:42,24.3,1018,-40.3,1
9/13/2023 11:42,24.3,1018,-40.4,1
9/13/2023 11:42,24.3,1018,-40,1
9/13/2023 11:42,24.3,1018,-39.8,1
9/13/2023 11:43,24.3,1018,-40.3,1
9/13/2023 11:43,24.3,1018,-40,1
9/13/2023 11:43,24.3,1018,-40.3,1
9/13/2023 11:43,24.3,1018,-40.3,1
9/13/2023 11:43,24.3,1018,-40.2,1
9/13/2023 11:43,24.3,1018,-40.3,1
9/13/2023 11:44,24.3,1018,-40.1,1
9/13/2023 11:44,24.3,1018,-40.2,1
9/13/2023 11:44,24.3,1018,-40.6,1
9/13/2023 11:44,24.3,1018,-40.4,1
9/13/2023 11:44,24.3,1018,-40.1,1
9/13/2023 11:44,24.3,1018,-40.5,1
9/13/2023 11:45,24.3,1018,-40.4,1
9/13/2023 11:45,24.3,1018,-40.4,1
9/13/2023 11:45,24.3,1018,-40.1,1
9/13/2023 11:45,24.3,1018,-40.5,1
9/13/2023 11:45,24.3,1018,-40.3,1
9/13/2023 11:45,24.3,1018,-40.5,1
9/13/2023 11:46,24.3,1018,-40.3,1
9/13/2023 11:46,24.3,1018,-40,1
9/13/2023 11:46,24.3,1018,-40.3,1
9/13/2023 11:46,24.3,1018,-40,1
9/13/2023 11:46,24.3,1018,-40.3,1
9/13/2023 11:46,24.3,1018,-40.4,1
9/13/2023 11:47,24.3,1018,-40.3,1
9/13/2023 11:47,24.3,1018,-40.3,1
9/13/2023 11:47,24.3,1018,-40.3,1
9/13/2023 11:47,24.2,1018,-40.8,1
9/13/2023 11:47,24.2,1018,-40.3,1
9/13/2023 11:47,24.2,1018,-40.3,1
9/13/2023 11:48,24.2,1018,-40.5,1
9/13/2023 11:48,24.2,1018,-40.4,1
9/13/2023 11:48,24.2,1018,-40.1,1
9/13/2023 11:48,24.3,1018,-40.3,1
9/13/2023 11:48,24.3,1018,-40.3,1
9/13/2023 11:48,24.2,1018,-40.4,1
9/13/2023 11:49,24.2,1018,-40.5,1
9/13/2023 11:49,24.2,1018,-40.3,1
9/13/2023 11:49,24.2,1018,-40.4,1
9/13/2023 11:49,24.2,1018,-40.5,1
9/13/2023 11:49,24.2,1018,-40.7,1
9/13/2023 11:49,24.2,1018,-40.7,1
9/13/2023 11:50,24.2,1018,-40.7,1
9/13/2023 11:50,24.2,1018,-40.4,1
9/13/2023 11:50,24.2,1018,-40.6,1
9/13/2023 11:50,24.2,1018,-40.8,1
9/13/2023 11:50,24.2,1018,-40.5,1
9/13/2023 11:50,24.2,1018,-40.7,1
9/13/2023 11:51,24.2,1018,-40.5,1
9/13/2023 11:51,24.2,1018,-40.5,1
9/13/2023 11:51,24.2,1018,-40.6,1
9/13/2023 11:51,24.2,1018,-40.3,1
9/13/2023 11:51,24.2,1018,-40.3,1
9/13/2023 11:51,24.2,1018,-40.7,1
9/13/2023 13:45,23.9,1019,-44.4,2
9/13/2023 13:45,23.9,1019,-44.4,2
9/13/2023 13:46,23.9,1019,-44.1,2
9/13/2023 13:46,23.9,1019,-44.3,2
9/13/2023 13:46,23.9,1019,-44,2
9/13/2023 13:46,23.9,1019,-44.2,2
9/13/2023 13:46,23.9,1019,-44.2,2
9/13/2023 13:46,23.9,1019,-44.3,2
9/13/2023 13:47,23.9,1019,-44,2
9/13/2023 13:47,23.9,1019,-44.2,2
9/13/2023 13:47,23.9,1019,-43.9,2
9/13/2023 13:47,23.9,1019,-44.4,2
9/13/2023 13:47,23.9,1019,-44,2
9/13/2023 13:47,23.9,1019,-44,2
9/13/2023 13:48,23.9,1019,-44,2
9/13/2023 13:48,23.9,1019,-44.2,2
9/13/2023 13:48,24,1019,-44,2
9/13/2023 13:48,23.9,1019,-43.8,2
9/13/2023 13:48,23.9,1019,-43.9,2
9/13/2023 13:48,23.9,1019,-44,2
9/13/2023 13:49,23.9,1018,-43.6,2
9/13/2023 13:49,23.9,1018,-43.5,2
9/13/2023 13:49,24,1018,-43.3,2
9/13/2023 13:49,24,1019,-43.7,2
9/13/2023 13:49,23.9,1018,-43.5,2
9/13/2023 13:49,23.9,1018,-43.4,2
9/13/2023 13:50,24,1018,-43.6,2
9/13/2023 13:50,24,1018,-43.4,2
9/13/2023 13:50,24,1018,-43.4,2
9/13/2023 13:50,24,1018,-43.5,2
9/13/2023 13:50,24,1018,-43,2
9/13/2023 13:50,24,1018,-43.2,2
9/13/2023 13:51,24,1018,-43.6,2
9/13/2023 13:51,24,1018,-43.2,2
9/13/2023 13:51,24,1018,-43.3,2
9/13/2023 13:51,24,1018,-43.1,2
9/13/2023 13:51,24,1018,-42.8,2
9/13/2023 13:51,24,1018,-43.1,2
9/13/2023 13:52,24,1018,-43.5,2
9/13/2023 13:52,24,1018,-42.8,2
9/13/2023 13:52,24,1018,-43,2
9/13/2023 13:52,24,1018,-43,2
9/13/2023 13:52,24,1018,-43.1,2
9/13/2023 13:52,24,1018,-43,2
9/13/2023 13:53,24,1018,-42.8,2
9/13/2023 13:53,24,1018,-43,2
9/13/2023 13:53,24,1018,-42.9,2
9/13/2023 13:53,24,1018,-42.8,2
9/13/2023 13:53,24,1018,-42.8,2
9/13/2023 13:53,24.1,1018,-42.9,2
9/13/2023 13:54,24.1,1018,-42.9,2
9/13/2023 13:54,24.1,1018,-42.7,2
9/13/2023 13:54,24.1,1018,-42.7,2
9/13/2023 13:54,24.1,1018,-43,2
9/13/2023 13:54,24.1,1018,-43,2
9/13/2023 13:54,24.2,1018,-42.7,2
9/13/2023 13:55,24.2,1018,-42.4,2
9/13/2023 13:55,24.3,1018,-42.3,2
9/13/2023 13:55,24.4,1018,-42.5,2
9/13/2023 13:55,24.4,1018,-42.5,2
9/13/2023 13:55,24.5,1018,-42.2,2
9/13/2023 13:55,24.6,1018,-42.4,2
9/13/2023 13:56,24.6,1018,-42.4,2
9/13/2023 13:56,24.7,1018,-41.8,2
9/13/2023 13:56,24.8,1018,-41.5,2
9/13/2023 13:56,24.9,1018,-41.5,2
9/13/2023 13:56,25,1018,-41.2,2
9/13/2023 13:56,25,1018,-41.3,2
9/13/2023 13:57,25.1,1018,-40.9,2
9/13/2023 13:57,25.2,1018,-40.6,2
9/13/2023 13:57,25.2,1018,-41,2
9/13/2023 13:57,25.3,1018,-40.7,2
9/13/2023 13:57,25.4,1018,-40.9,2
9/13/2023 13:57,25.4,1018,-40.4,2
9/13/2023 13:58,25.5,1018,-40.8,2
9/13/2023 13:58,25.6,1018,-40.1,2
9/13/2023 13:58,25.7,1018,-39.9,2
9/13/2023 13:58,25.7,1018,-40.6,2
9/13/2023 13:58,25.8,1018,-40.6,2
9/13/2023 13:58,25.9,1018,-40.1,2
9/13/2023 13:59,25.9,1018,-40,2
9/13/2023 13:59,26,1018,-40,2
9/13/2023 13:59,26,1018,-40.2,2
9/13/2023 13:59,26.1,1018,-39.9,2
9/13/2023 13:59,26.1,1018,-39.8,2
9/13/2023 13:59,26.2,1018,-40,2
9/13/2023 14:00,26.2,1018,-39.6,2
9/13/2023 14:00,26.3,1018,-39.7,2
9/13/2023 14:00,26.3,1018,-39.6,2
9/13/2023 14:00,26.3,1018,-39.4,2
9/13/2023 14:00,26.3,1018,-39.3,2
9/13/2023 14:00,26.3,1018,-39.5,2
9/13/2023 14:01,26.3,1018,-39.6,2
9/13/2023 14:01,26.3,1018,-39.3,2
9/13/2023 14:01,26.4,1018,-39.3,2
9/13/2023 14:01,26.4,1018,-39.5,2
9/13/2023 14:01,26.5,1018,-38.8,2
9/13/2023 14:01,26.5,1018,-38.8,2
9/13/2023 14:02,26.6,1018,-38.7,2
9/13/2023 14:02,26.6,1018,-39.1,2
9/13/2023 14:02,26.5,1018,-39.1,2
9/13/2023 14:02,26.5,1018,-38.9,2
9/13/2023 14:02,26.5,1018,-38.9,2
9/13/2023 14:02,26.4,1018,-39.5,2
9/13/2023 14:03,26.4,1018,-39.3,2
9/13/2023 14:03,26.4,1018,-39.3,2
9/13/2023 14:03,26.5,1018,-39.3,2
9/13/2023 14:03,26.5,1018,-39.2,2
9/13/2023 14:03,26.5,1018,-39,2
9/13/2023 14:03,26.6,1018,-39.1,2
9/13/2023 14:04,26.6,1018,-38.6,2
9/13/2023 14:04,26.5,1018,-38.7,2
9/13/2023 14:04,26.5,1018,-38.7,2
9/13/2023 14:04,26.5,1018,-38.7,2
9/13/2023 14:04,26.6,1018,-38.6,2
9/13/2023 14:04,26.6,1018,-38.7,2
9/13/2023 14:05,26.6,1018,-38.7,2
9/13/2023 14:05,26.7,1018,-38.5,2
9/13/2023 14:05,26.7,1018,-38.5,2
9/13/2023 14:05,26.7,1018,-38.6,2
9/13/2023 14:05,26.7,1018,-38.6,2
9/13/2023 14:05,26.7,1018,-38.6,2
9/13/2023 14:06,26.7,1018,-38.5,2
9/13/2023 14:06,26.7,1018,-38.7,2
9/13/2023 14:06,26.6,1018,-38.7,2
9/13/2023 14:06,26.6,1018,-38.9,2
9/13/2023 14:06,26.5,1018,-38.6,2
9/13/2023 14:06,26.5,1018,-39.3,2
9/13/2023 14:07,26.4,1018,-39.1,2
9/13/2023 14:07,26.4,1018,-39.3,2
9/13/2023 14:07,26.4,1018,-39.5,2
9/13/2023 14:07,26.2,1018,-39.3,2
9/13/2023 14:07,26.2,1018,-39.7,2
9/13/2023 14:07,26.2,1018,-39.9,2
9/13/2023 14:08,26.2,1018,-39.4,2
9/13/2023 14:08,26.1,1018,-39.8,2
9/13/2023 14:08,26.1,1018,-39.7,2
9/13/2023 14:08,26.1,1018,-40.1,2
9/13/2023 14:08,26.1,1018,-39.8,2
9/13/2023 14:08,26.1,1018,-40,2
9/13/2023 14:09,26.1,1018,-40,2
9/13/2023 14:09,26,1018,-39.7,2
9/13/2023 14:09,26.1,1018,-39.9,2
9/13/2023 14:09,26.1,1018,-39.7,2
9/13/2023 14:09,26,1018,-39.8,2
9/13/2023 14:09,26,1018,-39.8,2
9/13/2023 14:10,26,1018,-39.9,2
9/13/2023 14:10,26,1018,-39.8,2
9/13/2023 14:10,25.9,1018,-39.9,2
9/13/2023 14:10,25.9,1018,-40.1,2
9/13/2023 14:10,25.9,1018,-40.1,2
9/13/2023 14:10,25.8,1018,-40.1,2
9/13/2023 14:11,25.8,1018,-40.3,2
9/13/2023 14:11,25.8,1018,-40.1,2
9/13/2023 14:11,25.8,1018,-40.5,2
9/13/2023 14:11,25.8,1018,-40.2,2
9/13/2023 14:11,25.8,1018,-40.5,2
9/13/2023 14:11,25.7,1018,-40.4,2
9/13/2023 14:12,25.7,1018,-40.5,2
9/13/2023 14:12,25.7,1018,-40.5,2
9/13/2023 14:12,25.7,1018,-40.2,2
9/13/2023 14:12,25.7,1018,-40.3,2
9/13/2023 14:12,25.7,1018,-40.2,2
9/13/2023 14:12,25.7,1018,-40.5,2
9/13/2023 14:13,25.6,1018,-40.4,2
9/13/2023 14:13,25.6,1018,-40.5,2
9/13/2023 14:13,25.6,1018,-40.6,2
9/13/2023 14:13,25.6,1018,-40.2,2
9/13/2023 14:13,25.6,1018,-40.6,2
9/13/2023 14:13,25.5,1018,-40.7,2
9/13/2023 14:14,25.5,1018,-40.4,2
9/13/2023 14:14,25.4,1018,-40.5,2
9/13/2023 14:14,25.4,1018,-40.6,2
9/13/2023 14:14,25.3,1018,-40.9,2
9/13/2023 14:14,25.2,1018,-40.8,2
9/13/2023 14:14,25.2,1018,-40.9,2
9/13/2023 14:15,25.2,1018,-41,2
9/13/2023 14:15,25.1,1018,-40.5,2
9/13/2023 14:15,25.2,1018,-40.9,2
9/13/2023 14:15,25.2,1018,-40.8,2
9/13/2023 14:15,25.2,1018,-40.7,2
9/13/2023 14:15,25.3,1018,-41.1,2
